0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.02075391783142736,0.023295213892418468,0.019906819144430325,0.021177467174925878,0.01905972045743329,0.01736552308343922,0.022871664548919948,0.01905972045743329,0.019906819144430325,0.024989411266412537,0.02244811520542143,0.01397712833545108,0.01609487505294367,0.01397712833545108,0.017789072426937738,0.011859381617958492,0.015671325709445152,0.01609487505294367,0.018212621770436255,0.018636171113934775,0.0169419737399407,0.025412960609911054,0.019906819144430325,0.027107157983905124,0.014824227022448115,0.03176620076238882,0.021177467174925878,0.018212621770436255,0.01609487505294367,0.021177467174925878,0.023295213892418468,0.026683608640406607,0.02456586192291402,0.023295213892418468,0.027107157983905124,0.01609487505294367,0.030919102075391783,0.018212621770436255,0.019906819144430325,0.02075391783142736,0.015671325709445152,0.02626005929690809,0.017789072426937738,0.019906819144430325,0.024989411266412537,0.018212621770436255,0.011435832274459974,0.019906819144430325,0.029224904701397714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.01936264622831787,0.019766034691407825,0.02501008471157725,0.014521984671238403,0.027833803953206938,0.020976200080677694,0.013311819281968536,0.02218636546994756,0.01653892698668818,0.02379991932230738,0.013311819281968536,0.01855586930213796,0.01855586930213796,0.013311819281968536,0.014521984671238403,0.020976200080677694,0.016942315449778138,0.0,0.020572811617587738,0.01734570391286809,0.014521984671238403,0.02702702702702703,0.01734570391286809,0.01734570391286809,0.024203307785397338,0.02864058087938685,0.024203307785397338,0.02379991932230738,0.020976200080677694,0.02501008471157725,0.02218636546994756,0.019766034691407825,0.0326744655102864,0.02379991932230738,0.02218636546994756,0.01371520774505849,0.019766034691407825,0.026623638563937072,0.022589753933037516,0.04235578862444534,0.021379588543767647,0.019766034691407825,0.02702702702702703,0.018152480839048003,0.012101653892698669,0.01573215006050827,0.022589753933037516,0.01855586930213796,0.01855586930213796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0;0.02681992337164751,0.0210727969348659,0.022605363984674328,0.0210727969348659,0.028352490421455937,0.017241379310344827,0.016091954022988506,0.027203065134099615,0.031417624521072794,0.028735632183908046,0.0210727969348659,0.0210727969348659,0.013026819923371647,0.01532567049808429,0.014559386973180077,0.014559386973180077,0.03371647509578544,0.0,0.020306513409961684,0.013409961685823755,0.022988505747126436,0.014559386973180077,0.0210727969348659,0.022222222222222223,0.027203065134099615,0.024521072796934867,0.009578544061302681,0.013026819923371647,0.022222222222222223,0.019157088122605363,0.020689655172413793,0.029118773946360154,0.016091954022988506,0.01800766283524904,0.019157088122605363,0.013409961685823755,0.022222222222222223,0.01532567049808429,0.03869731800766284,0.0,0.03524904214559387,0.02490421455938697,0.013409961685823755,0.01839080459770115,0.018773946360153258,0.029118773946360154,0.015708812260536397,0.03065134099616858,0.01685823754789272
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.028893058161350845,0.01951219512195122,0.025891181988742965,0.018386491557223265,0.02551594746716698,0.020637898686679174,0.03264540337711069,0.017636022514071294,0.01425891181988743,0.02476547842401501,0.01651031894934334,0.02401500938086304,0.015384615384615385,0.019136960600375234,0.022889305816135085,0.01726078799249531,0.02026266416510319,0.0,0.01726078799249531,0.026641651031894933,0.016135084427767354,0.01350844277673546,0.01651031894934334,0.03564727954971857,0.03789868667917448,0.0300187617260788,0.020637898686679174,0.017636022514071294,0.01425891181988743,0.01726078799249531,0.030393996247654785,0.03151969981238274,0.01651031894934334,0.020637898686679174,0.01425891181988743,0.021388367729831145,0.016135084427767354,0.028893058161350845,0.0,0.0,0.01651031894934334,0.01651031894934334,0.022889305816135085,0.017636022514071294,0.022889305816135085,0.01425891181988743,0.029643527204502813,0.0300187617260788,0.022889305816135085
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.025603511338697878,0.019385515727871252,0.020482809070958303,0.01572787125091441,0.025603511338697878,0.019751280175566936,0.02377468910021946,0.02852962692026335,0.019751280175566936,0.021945866861741038,0.01755669348939283,0.015362106803218726,0.017922457937088514,0.01572787125091441,0.021945866861741038,0.03511338697878566,0.046086320409656184,0.0,0.025603511338697878,0.009875640087783468,0.021945866861741038,0.019385515727871252,0.019751280175566936,0.021945866861741038,0.0,0.028163862472567667,0.0296269202633504,0.023408924652523776,0.019019751280175568,0.02231163130943672,0.021580102414045354,0.02377468910021946,0.02377468910021946,0.030724213606437453,0.019751280175566936,0.013167520117044623,0.028895391367959034,0.020482809070958303,0.0,0.0,0.02487198244330651,0.019751280175566936,0.01755669348939283,0.010972933430870519,0.023408924652523776,0.024140453547915143,0.020848573518653987,0.019751280175566936,0.025237746891002194
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.021216407355021217,0.01661951909476662,0.01485148514851485,0.017326732673267328,0.017326732673267328,0.011315417256011316,0.01272984441301273,0.025813295615275813,0.028288543140028287,0.012022630834512023,0.025813295615275813,0.02652050919377652,0.01768033946251768,0.013083451202263084,0.03147100424328147,0.021216407355021217,0.0,0.0,0.02545968882602546,0.024398868458274398,0.024752475247524754,0.01661951909476662,0.02157001414427157,0.05056577086280056,0.0,0.036775106082036775,0.019448373408769447,0.02369165487977369,0.025813295615275813,0.02050919377652051,0.021216407355021217,0.028995756718528994,0.02157001414427157,0.01661951909476662,0.013083451202263084,0.013790664780763792,0.02263083451202263,0.03500707213578501,0.0,0.0,0.028995756718528994,0.028288543140028287,0.020155586987270154,0.02369165487977369,0.015558698727015558,0.01661951909476662,0.027934936350777935,0.031117397454031116,0.03182461103253183
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.01549053356282272,0.0306368330464716,0.01927710843373494,0.020309810671256454,0.027194492254733218,0.016867469879518072,0.024440619621342512,0.020309810671256454,0.01721170395869191,0.024440619621342512,0.022375215146299483,0.022375215146299483,0.020309810671256454,0.024440619621342512,0.022030981067125647,0.023407917383821,0.0,0.0,0.018244406196213425,0.020309810671256454,0.034079173838209985,0.020309810671256454,0.0378657487091222,0.0,0.0,0.039931153184165236,0.0306368330464716,0.020309810671256454,0.025817555938037865,0.029259896729776247,0.014113597246127367,0.02685025817555938,0.022375215146299483,0.033734939759036145,0.01721170395869191,0.020309810671256454,0.016867469879518072,0.024096385542168676,0.0,0.0,0.03717728055077452,0.016867469879518072,0.015146299483648882,0.02306368330464716,0.008950086058519793,0.019965576592082618,0.02650602409638554,0.018244406196213425,0.0306368330464716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.023769668563776363,0.03682624707063944,0.02109139604954804,0.028121861399397388,0.01975225979243388,0.023769668563776363,0.017073987278205558,0.025443588885169066,0.018078339471041177,0.016739203213927016,0.027452293270840308,0.03080013391362571,0.022095748242383664,0.015065282892534315,0.02109139604954804,0.02979578172079009,0.0,0.0,0.02176096417810512,0.03481754268496819,0.023100100435219283,0.020756611985269503,0.0364914630063609,0.0,0.0,0.0,0.018078339471041177,0.010713090056913292,0.025443588885169066,0.01774355540676264,0.015400066956812855,0.02176096417810512,0.033143622363575494,0.04218279209909608,0.016069635085369936,0.0190826916638768,0.024104452628054905,0.012721794442584533,0.0,0.0,0.03682624707063944,0.025443588885169066,0.022095748242383664,0.0190826916638768,0.02946099765651155,0.02711750920656177,0.01975225979243388,0.03481754268496819,0.015065282892534315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.026710097719869708,0.018892508143322474,0.036482084690553744,0.01986970684039088,0.013029315960912053,0.025407166123778503,0.015635179153094463,0.031270358306188926,0.017915309446254073,0.04169381107491857,0.02280130293159609,0.023127035830618894,0.02768729641693811,0.018892508143322474,0.028664495114006514,0.028990228013029317,0.0,0.0,0.02280130293159609,0.014006514657980456,0.02280130293159609,0.016612377850162865,0.04071661237785016,0.0,0.0,0.0,0.020846905537459284,0.018892508143322474,0.018566775244299675,0.021824104234527686,0.03485342019543974,0.020846905537459284,0.06872964169381107,0.0,0.028664495114006514,0.02052117263843648,0.01986970684039088,0.023127035830618894,0.0,0.0,0.03029315960912052,0.028338762214983715,0.015960912052117263,0.014006514657980456,0.020846905537459284,0.014657980456026058,0.018566775244299675,0.013680781758957655,0.032899022801302934
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0;0.016982364467668192,0.018941868060091443,0.017962116263879817,0.029719137818419335,0.02155453951665578,0.0,0.016002612671456563,0.031352057478772045,0.021881123448726322,0.031352057478772045,0.023840627041149576,0.028086218158066622,0.02449379490529066,0.016002612671456563,0.025473546701502287,0.025800130633572827,0.0,0.0,0.025800130633572827,0.019921619856303068,0.012410189418680601,0.03233180927498367,0.04016982364467668,0.0,0.0,0.0,0.03298497713912475,0.029719137818419335,0.014369693011103853,0.02449379490529066,0.032658393207054215,0.025146962769431742,0.0395166557805356,0.0,0.026779882429784456,0.023840627041149576,0.020574787720444153,0.02155453951665578,0.0,0.0,0.033964728935336384,0.02449379490529066,0.016655780535597648,0.02449379490529066,0.02155453951665578,0.021227955584585238,0.03755715218811234,0.023840627041149576,0.02449379490529066
