0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.022344013490725127,0.02782462057335582,0.016863406408094434,0.016020236087689713,0.01854974704890388,0.01433389544688027,0.012225969645868466,0.016863406408094434,0.021079258010118045,0.026559865092748734,0.031197301854974706,0.012225969645868466,0.012647554806070826,0.00927487352445194,0.01897133220910624,0.02023608768971332,0.02740303541315346,0.02065767284991568,0.022765598650927487,0.024030354131534568,0.022344013490725127,0.023608768971332208,0.02866779089376054,0.022765598650927487,0.02740303541315346,0.022765598650927487,0.01433389544688027,0.01854974704890388,0.01812816188870152,0.012225969645868466,0.023187183811129847,0.022344013490725127,0.021079258010118045,0.023187183811129847,0.016863406408094434,0.01770657672849916,0.016441821247892074,0.01812816188870152,0.022344013490725127,0.023608768971332208,0.023608768971332208,0.025295109612141653,0.02866779089376054,0.016863406408094434,0.016863406408094434,0.023187183811129847,0.016863406408094434,0.021079258010118045,0.01981450252951096
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.018966908797417272,0.01977401129943503,0.023405972558514933,0.027037933817594836,0.01775625504439064,0.01493139628732849,0.021388216303470542,0.03268765133171913,0.01775625504439064,0.020984665052461663,0.0,0.01735270379338176,0.009281678773204197,0.01977401129943503,0.009685230024213076,0.024616626311541566,0.020177562550443905,0.020581113801452784,0.02986279257465698,0.024213075060532687,0.024616626311541566,0.020177562550443905,0.01493139628732849,0.029459241323648102,0.021388216303470542,0.03430185633575464,0.018966908797417272,0.01493139628732849,0.015738498789346248,0.026230831315577078,0.020177562550443905,0.021791767554479417,0.03066989507667474,0.02784503631961259,0.01694915254237288,0.024616626311541566,0.020581113801452784,0.02784503631961259,0.02986279257465698,0.026230831315577078,0.01775625504439064,0.010492332526230832,0.016142050040355124,0.013720742534301856,0.01493139628732849,0.01775625504439064,0.018966908797417272,0.01493139628732849,0.01775625504439064
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.01836654943337241,0.01875732708089097,0.019538882375928098,0.017194216490816726,0.021883548261039467,0.01406799531066823,0.02579132473622509,0.022274325908558032,0.025009769441187966,0.023055881203595155,0.0,0.023055881203595155,0.021101992966002344,0.02422821414615084,0.022274325908558032,0.015240328253223915,0.021101992966002344,0.03087143415396639,0.021883548261039467,0.021883548261039467,0.021101992966002344,0.016412661195779603,0.015631105900742476,0.02032043767096522,0.023055881203595155,0.0,0.027745212973817896,0.01875732708089097,0.022274325908558032,0.02422821414615084,0.023837436498632278,0.021101992966002344,0.021492770613520906,0.023837436498632278,0.0246189917936694,0.01875732708089097,0.01836654943337241,0.026963657678780773,0.016803438843298164,0.023837436498632278,0.019538882375928098,0.028526768268855023,0.021883548261039467,0.01836654943337241,0.02032043767096522,0.016412661195779603,0.021883548261039467,0.021883548261039467,0.014458772958186792
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.01717557251908397,0.02251908396946565,0.02748091603053435,0.016412213740458016,0.01717557251908397,0.02099236641221374,0.01603053435114504,0.01603053435114504,0.027099236641221373,0.01984732824427481,0.0,0.014885496183206106,0.01183206106870229,0.022137404580152672,0.023282442748091603,0.027099236641221373,0.02480916030534351,0.0,0.030916030534351144,0.019465648854961833,0.021755725190839695,0.02633587786259542,0.025190839694656488,0.022137404580152672,0.030534351145038167,0.0,0.027099236641221373,0.02251908396946565,0.016412213740458016,0.02633587786259542,0.023282442748091603,0.02251908396946565,0.022137404580152672,0.01984732824427481,0.01603053435114504,0.025190839694656488,0.012213740458015267,0.01603053435114504,0.021755725190839695,0.023282442748091603,0.022137404580152672,0.025954198473282442,0.02099236641221374,0.01717557251908397,0.03015267175572519,0.025190839694656488,0.024427480916030534,0.020610687022900764,0.017557251908396947
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.02477810650887574,0.01775147928994083,0.02514792899408284,0.015902366863905327,0.015902366863905327,0.016272189349112426,0.01960059171597633,0.02329881656804734,0.014423076923076924,0.027366863905325445,0.0,0.018121301775147928,0.017011834319526627,0.01886094674556213,0.029585798816568046,0.03217455621301775,0.01775147928994083,0.0,0.0,0.01775147928994083,0.01775147928994083,0.016272189349112426,0.02329881656804734,0.03476331360946745,0.03328402366863906,0.0,0.01886094674556213,0.022189349112426034,0.019230769230769232,0.02551775147928994,0.02329881656804734,0.034023668639053255,0.026997041420118342,0.02440828402366864,0.01886094674556213,0.022559171597633137,0.02625739644970414,0.02477810650887574,0.021449704142011833,0.015902366863905327,0.022928994082840236,0.018121301775147928,0.021079881656804734,0.023668639053254437,0.016272189349112426,0.022928994082840236,0.021819526627218935,0.026997041420118342,0.02477810650887574
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.017155110793423873,0.02108649035025018,0.01501072194424589,0.021443888491779844,0.017512508934953538,0.016440314510364547,0.021443888491779844,0.022516082916368835,0.01322373123659757,0.020014295925661188,0.0,0.030378842030021443,0.022516082916368835,0.0228734810578985,0.021443888491779844,0.015725518227305217,0.04217298070050036,0.0,0.0,0.018227305218012867,0.013938527519656898,0.018227305218012867,0.031451036454610434,0.0,0.03967119370979271,0.0,0.0228734810578985,0.03252323087919943,0.017155110793423873,0.03967119370979271,0.03538241601143674,0.027162258756254467,0.014653323802716226,0.016440314510364547,0.024303073624017155,0.021801286633309505,0.019656897784131523,0.032165832737669764,0.023588277340957826,0.03359542530378842,0.020729092208720514,0.017512508934953538,0.008934953538241601,0.0228734810578985,0.024303073624017155,0.013938527519656898,0.025375268048606146,0.020014295925661188,0.0228734810578985
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.03091721058055651,0.02782548952250086,0.020611473720371008,0.02988663689453796,0.024390243902439025,0.018550326348333906,0.02610786671246994,0.026451391274476124,0.02095499828237719,0.013397457918241155,0.0,0.024390243902439025,0.02198557196839574,0.022329096530401923,0.024390243902439025,0.022672621092408106,0.0,0.0,0.0,0.02404671934043284,0.011336310546204053,0.028856063208519408,0.02610786671246994,0.0,0.06458261765716249,0.0,0.022672621092408106,0.017863277224321537,0.019580900034352457,0.023703194778426657,0.023703194778426657,0.023703194778426657,0.01580212985228444,0.018893850910340088,0.016489178976296804,0.01511508072827207,0.02610786671246994,0.03229130882858124,0.020611473720371008,0.022672621092408106,0.019237375472346274,0.029543112332531776,0.024390243902439025,0.01614565441429062,0.022672621092408106,0.02198557196839574,0.01511508072827207,0.019580900034352457,0.022329096530401923
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.01709126088358594,0.019348597226701063,0.027732989358271527,0.011931634956465657,0.025798129635601418,0.03160270880361174,0.026443082876491456,0.026443082876491456,0.019348597226701063,0.024508223153821347,0.0,0.023218316672041276,0.019348597226701063,0.0199935504675911,0.02966784908094163,0.02128345694937117,0.0,0.0,0.0,0.023218316672041276,0.01870364398581103,0.0345049983876169,0.02837794259916156,0.0,0.0,0.0,0.021928410190261205,0.023863269912931313,0.021928410190261205,0.023863269912931313,0.03740728797162206,0.030957755562721703,0.023863269912931313,0.01709126088358594,0.019348597226701063,0.01805869074492099,0.014833924540470816,0.032247662044501774,0.0199935504675911,0.02837794259916156,0.02966784908094163,0.020638503708481134,0.024508223153821347,0.03257013866494679,0.024508223153821347,0.01870364398581103,0.020638503708481134,0.025798129635601418,0.020638503708481134
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0.03007518796992481,0.02549852893102321,0.02549852893102321,0.032036613272311214,0.024844720496894408,0.018633540372670808,0.02680614579928081,0.03236351748937561,0.02124877410918601,0.02419091206276561,0.0,0.02353710362863681,0.017652827721477606,0.02353710362863681,0.02451781627983001,0.015691402419091206,0.0,0.0,0.0,0.016345210853220007,0.020268061457992807,0.018633540372670808,0.038901601830663615,0.0,0.0,0.0,0.020268061457992807,0.02321019941157241,0.017979731938542007,0.039555410264792416,0.0,0.02778685845047401,0.02647924158221641,0.02811376266753841,0.02745995423340961,0.02419091206276561,0.02778685845047401,0.020268061457992807,0.01928734880679961,0.02190258254331481,0.022556390977443608,0.02092186989212161,0.016672115070284408,0.016672115070284408,0.015691402419091206,0.016018306636155607,0.03040209218698921,0.03530565544295521,0.041189931350114416
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1;0.014133165829145729,0.026067839195979898,0.02135678391959799,0.03077889447236181,0.027324120603015076,0.015389447236180905,0.02512562814070352,0.02512562814070352,0.0207286432160804,0.029836683417085428,0.0,0.019472361809045227,0.024497487437185928,0.027952261306532663,0.0207286432160804,0.016959798994974875,0.0,0.0,0.0,0.02669597989949749,0.023241206030150754,0.027952261306532663,0.019472361809045227,0.0,0.0,0.0,0.023241206030150754,0.017587939698492462,0.018844221105527637,0.0364321608040201,0.0,0.043655778894472363,0.05025125628140704,0.026381909547738693,0.023241206030150754,0.018844221105527637,0.022613065326633167,0.026381909547738693,0.03548994974874372,0.02669597989949749,0.02858040201005025,0.026381909547738693,0.02386934673366834,0.017587939698492462,0.024497487437185928,0.022613065326633167,0.02512562814070352,0.018844221105527637,0.0
